;dep;sexe;jour;hosp;rea;rad;dc
664;21;1;2020-03-20;41;20;14;1
665;21;2;2020-03-20;41;11;22;2
666;22;0;2020-03-20;5;0;3;1
667;22;1;2020-03-20;2;0;1;1
668;22;2;2020-03-20;3;0;2;0
669;23;0;2020-03-20;0;0;0;0
670;23;1;2020-03-20;0;0;0;0
671;23;2;2020-03-20;0;0;0;0
672;24;0;2020-03-20;3;3;2;0
673;24;1;2020-03-20;3;3;1;0
674;24;2;2020-03-20;0;0;1;0
675;25;0;2020-03-20;43;15;13;4
676;25;1;2020-03-20;29;14;4;3
677;25;2;2020-03-20;14;1;9;1
678;26;0;2020-03-20;38;9;2;2
679;26;1;2020-03-20;22;6;1;1
680;26;2;2020-03-20;16;3;1;1
681;27;0;2020-03-20;4;1;0;1
682;27;1;2020-03-20;4;1;0;1
683;27;2;2020-03-20;0;0;0;0
684;28;0;2020-03-20;12;2;0;1
685;28;1;2020-03-20;5;1;0;1
686;28;2;2020-03-20;7;1;0;0
687;29;0;2020-03-20;20;4;6;1
688;29;1;2020-03-20;9;3;3;1
689;29;2;2020-03-20;11;1;3;0
690;2A;0;2020-03-20;60;14;10;3
691;2A;1;2020-03-20;35;9;7;1
692;2A;2;2020-03-20;25;5;3;2
693;2B;0;2020-03-20;6;0;23;0
694;2B;1;2020-03-20;3;0;11;0
695;2B;2;2020-03-20;3;0;12;0
696;30;0;2020-03-20;8;1;7;1
697;30;1;2020-03-20;7;1;2;1
698;30;2;2020-03-20;1;0;5;0
699;31;0;2020-03-20;35;10;16;2
700;31;1;2020-03-20;26;9;6;1
701;31;2;2020-03-20;9;1;10;1
702;32;0;2020-03-20;3;3;0;0
703;32;1;2020-03-20;3;3;0;0
704;32;2;2020-03-20;0;0;0;0
705;33;0;2020-03-20;10;5;12;2
706;33;1;2020-03-20;5;4;7;1
707;33;2;2020-03-20;5;1;5;1
708;34;0;2020-03-20;61;21;24;4
709;34;1;2020-03-20;30;12;11;1
710;34;2;2020-03-20;30;9;13;3
711;35;0;2020-03-20;20;9;17;1
712;35;1;2020-03-20;16;7;7;1
713;35;2;2020-03-20;4;2;10;0
714;36;0;2020-03-20;4;1;0;0
715;36;1;2020-03-20;3;1;0;0
716;36;2;2020-03-20;1;0;0;0
717;37;0;2020-03-20;12;5;0;1
718;37;1;2020-03-20;8;4;0;1
719;37;2;2020-03-20;4;1;0;0
720;38;0;2020-03-20;27;2;10;1
721;38;1;2020-03-20;13;1;5;1
722;38;2;2020-03-20;14;1;5;0
723;39;0;2020-03-20;6;1;2;0
724;39;1;2020-03-20;4;0;2;0
725;39;2;2020-03-20;2;1;0;0
726;40;0;2020-03-20;0;0;0;0
727;40;1;2020-03-20;0;0;0;0
728;40;2;2020-03-20;0;0;0;0
729;41;0;2020-03-20;4;0;0;0
730;41;1;2020-03-20;1;0;0;0
731;41;2;2020-03-20;3;0;0;0
732;42;0;2020-03-20;63;17;9;4
733;42;1;2020-03-20;45;15;6;3
734;42;2;2020-03-20;18;2;3;1
735;43;0;2020-03-20;2;2;6;0
736;43;1;2020-03-20;2;2;2;0
737;43;2;2020-03-20;0;0;4;0
738;44;0;2020-03-20;30;10;11;1
739;44;1;2020-03-20;17;7;7;0
740;44;2;2020-03-20;13;3;4;1
741;45;0;2020-03-20;26;5;2;0
742;45;1;2020-03-20;15;4;1;0
743;45;2;2020-03-20;11;1;1;0
744;46;0;2020-03-20;0;0;2;0
745;46;1;2020-03-20;0;0;1;0
746;46;2;2020-03-20;0;0;1;0
747;47;0;2020-03-20;10;1;1;0
748;47;1;2020-03-20;7;1;1;0
749;47;2;2020-03-20;3;0;0;0
750;48;0;2020-03-20;1;0;0;0
751;48;1;2020-03-20;0;0;0;0
752;48;2;2020-03-20;1;0;0;0
753;49;0;2020-03-20;22;4;38;0
754;49;1;2020-03-20;13;3;20;0
755;49;2;2020-03-20;9;1;18;0
756;50;0;2020-03-20;12;4;2;0
757;50;1;2020-03-20;5;1;1;0
758;50;2;2020-03-20;7;3;1;0
759;51;0;2020-03-20;54;11;26;2
760;51;1;2020-03-20;32;6;10;1
761;51;2;2020-03-20;22;5;15;1
762;52;0;2020-03-20;8;0;5;4
763;52;1;2020-03-20;2;0;1;2
764;52;2;2020-03-20;6;0;4;2
765;53;0;2020-03-20;7;2;3;0
766;53;1;2020-03-20;6;2;1;0
767;53;2;2020-03-20;1;0;2;0
768;54;0;2020-03-20;65;26;2;7
769;54;1;2020-03-20;38;18;0;3
770;54;2;2020-03-20;25;7;2;4
771;55;0;2020-03-20;46;5;6;0
772;55;1;2020-03-20;21;2;2;0
773;55;2;2020-03-20;25;3;4;0
774;56;0;2020-03-20;49;12;29;9
775;56;1;2020-03-20;28;9;14;5
776;56;2;2020-03-20;21;3;15;4
777;57;0;2020-03-20;257;61;24;23
778;57;1;2020-03-20;139;46;10;8
779;57;2;2020-03-20;116;15;13;15
780;58;0;2020-03-20;1;1;0;0
781;58;1;2020-03-20;1;1;0;0
782;58;2;2020-03-20;0;0;0;0
783;59;0;2020-03-20;112;39;35;5
784;59;1;2020-03-20;65;28;24;1
785;59;2;2020-03-20;47;11;11;4
786;60;0;2020-03-20;123;28;30;18
787;60;1;2020-03-20;67;20;18;12
788;60;2;2020-03-20;56;8;12;6
789;61;0;2020-03-20;3;1;4;0
790;61;1;2020-03-20;2;1;1;0
791;61;2;2020-03-20;1;0;3;0
792;62;0;2020-03-20;50;20;35;1
793;62;1;2020-03-20;30;14;21;0
794;62;2;2020-03-20;20;6;14;1
795;63;0;2020-03-20;4;1;9;0
796;63;1;2020-03-20;4;1;5;0
797;63;2;2020-03-20;0;0;4;0
798;64;0;2020-03-20;8;0;2;1
799;64;1;2020-03-20;5;0;0;1
800;64;2;2020-03-20;3;0;2;0
801;65;0;2020-03-20;2;1;0;0
802;65;1;2020-03-20;2;1;0;0
803;65;2;2020-03-20;0;0;0;0
804;66;0;2020-03-20;26;15;3;4
805;66;1;2020-03-20;13;9;2;1
806;66;2;2020-03-20;13;6;1;3
807;67;0;2020-03-20;366;92;42;28
808;67;1;2020-03-20;195;68;19;15
809;67;2;2020-03-20;168;24;23;13
810;68;0;2020-03-20;509;91;170;105
811;68;1;2020-03-20;288;64;93;55
812;68;2;2020-03-20;212;27;74;49
813;69;0;2020-03-20;236;41;68;19
814;69;1;2020-03-20;69;15;13;6
815;69;2;2020-03-20;46;7;22;6
816;70;0;2020-03-20;26;6;5;0
817;70;1;2020-03-20;14;2;1;0
818;70;2;2020-03-20;12;4;4;0
819;71;0;2020-03-20;53;5;10;8
820;71;1;2020-03-20;23;3;4;4
821;71;2;2020-03-20;30;2;6;4
822;72;0;2020-03-20;8;0;5;0
823;72;1;2020-03-20;2;0;2;0
824;72;2;2020-03-20;6;0;3;0
825;73;0;2020-03-20;17;2;8;0
826;73;1;2020-03-20;9;2;3;0
827;73;2;2020-03-20;7;0;5;0
828;74;0;2020-03-20;54;9;53;6
829;74;1;2020-03-20;25;6;30;2
830;74;2;2020-03-20;15;0;20;4
831;75;0;2020-03-20;575;145;98;30
832;75;1;2020-03-20;341;102;53;21
833;75;2;2020-03-20;226;42;44;9
834;76;0;2020-03-20;48;6;5;5
835;76;1;2020-03-20;30;5;3;5
836;76;2;2020-03-20;18;1;2;0
837;77;0;2020-03-20;79;31;21;2
838;77;1;2020-03-20;53;26;11;1
839;77;2;2020-03-20;26;5;10;1
840;78;0;2020-03-20;136;33;16;12
841;78;1;2020-03-20;73;21;7;6
842;78;2;2020-03-20;63;12;9;5
843;79;0;2020-03-20;5;1;8;0
844;79;1;2020-03-20;2;1;3;0
845;79;2;2020-03-20;3;0;5;0
846;80;0;2020-03-20;95;30;16;3
847;80;1;2020-03-20;45;17;10;2
848;80;2;2020-03-20;45;12;6;1
849;81;0;2020-03-20;6;1;3;0
850;81;1;2020-03-20;1;0;3;0
851;81;2;2020-03-20;5;1;0;0
852;82;0;2020-03-20;1;0;0;1
853;82;1;2020-03-20;0;0;0;1
854;82;2;2020-03-20;1;0;0;0
855;83;0;2020-03-20;35;17;88;2
856;83;1;2020-03-20;23;13;42;1
857;83;2;2020-03-20;12;4;46;1
858;84;0;2020-03-20;13;3;10;1
859;84;1;2020-03-20;7;1;7;0
860;84;2;2020-03-20;6;2;3;1
861;85;0;2020-03-20;6;1;5;0
862;85;1;2020-03-20;3;0;2;0
863;85;2;2020-03-20;3;1;3;0
864;86;0;2020-03-20;11;0;0;1
865;86;1;2020-03-20;2;0;0;0
866;86;2;2020-03-20;9;0;0;1
867;87;0;2020-03-20;7;2;2;0
868;87;1;2020-03-20;3;1;0;0
869;87;2;2020-03-20;4;1;2;0
870;88;0;2020-03-20;46;5;8;14
871;88;1;2020-03-20;24;4;3;9
872;88;2;2020-03-20;22;1;5;5
873;89;0;2020-03-20;10;3;1;2
874;89;1;2020-03-20;7;2;1;1
875;89;2;2020-03-20;3;1;0;1
876;90;0;2020-03-20;49;9;0;5
877;90;1;2020-03-20;30;7;0;2
878;90;2;2020-03-20;19;2;0;3
879;91;0;2020-03-20;122;28;7;3
880;91;1;2020-03-20;75;20;4;2
881;91;2;2020-03-20;46;8;3;1
882;92;0;2020-03-20;254;74;50;11
883;92;1;2020-03-20;153;59;20;9
884;92;2;2020-03-20;100;15;29;2
885;93;0;2020-03-20;201;62;35;19
886;93;1;2020-03-20;118;38;20;9
887;93;2;2020-03-20;80;22;15;9
888;94;0;2020-03-20;226;60;67;12
889;94;1;2020-03-20;133;45;35;9
890;94;2;2020-03-20;90;14;32;3
891;95;0;2020-03-20;192;51;56;10
892;95;1;2020-03-20;120;39;31;9
893;95;2;2020-03-20;71;12;25;1
894;971;0;2020-03-20;0;0;0;0
895;971;1;2020-03-20;0;0;0;0
896;971;2;2020-03-20;0;0;0;0
897;972;0;2020-03-20;19;5;0;1
898;972;1;2020-03-20;10;3;0;0
899;972;2;2020-03-20;9;2;0;1
900;973;0;2020-03-20;0;0;0;0
901;973;1;2020-03-20;0;0;0;0
902;973;2;2020-03-20;0;0;0;0
903;974;0;2020-03-20;2;2;0;0
904;974;1;2020-03-20;2;2;0;0
905;974;2;2020-03-20;0;0;0;0
906;976;0;2020-03-20;0;0;0;0
907;976;1;2020-03-20;0;0;0;0
908;976;2;2020-03-20;0;0;0;0
909;01;0;2020-03-21;4;0;1;0
910;01;1;2020-03-21;1;0;1;0
911;01;2;2020-03-21;3;0;0;0
912;02;0;2020-03-21;61;20;49;25
913;02;1;2020-03-21;31;9;20;17
914;02;2;2020-03-21;30;11;29;8
915;03;0;2020-03-21;5;0;10;0
916;03;1;2020-03-21;3;0;4;0
917;03;2;2020-03-21;2;0;6;0
918;04;0;2020-03-21;4;1;3;0
919;04;1;2020-03-21;3;1;1;0
920;04;2;2020-03-21;1;0;2;0
921;05;0;2020-03-21;13;1;10;0
922;05;1;2020-03-21;5;0;8;0
923;05;2;2020-03-21;8;1;2;0
924;06;0;2020-03-21;46;7;61;6
925;06;1;2020-03-21;26;6;25;2
926;06;2;2020-03-21;18;0;35;4
927;07;0;2020-03-21;15;3;3;1
928;07;1;2020-03-21;9;2;0;1
929;07;2;2020-03-21;3;0;3;0
930;08;0;2020-03-21;3;1;1;0
931;08;1;2020-03-21;2;0;1;0
932;08;2;2020-03-21;1;1;0;0
933;09;0;2020-03-21;2;1;3;0
934;09;1;2020-03-21;1;0;2;0
935;09;2;2020-03-21;1;1;1;0
936;10;0;2020-03-21;12;2;0;0
937;10;1;2020-03-21;9;1;0;0
938;10;2;2020-03-21;3;1;0;0
939;11;0;2020-03-21;26;9;13;9
940;11;1;2020-03-21;20;7;3;6
941;11;2;2020-03-21;6;2;10;3
942;12;0;2020-03-21;11;2;4;1
943;12;1;2020-03-21;3;1;2;1
944;12;2;2020-03-21;8;1;2;0
945;13;0;2020-03-21;203;33;128;4
946;13;1;2020-03-21;92;21;69;2
947;13;2;2020-03-21;103;12;58;2
948;14;0;2020-03-21;6;3;3;1
949;14;1;2020-03-21;5;2;2;1
950;14;2;2020-03-21;1;1;1;0
951;15;0;2020-03-21;5;1;0;0
952;15;1;2020-03-21;3;1;0;0
953;15;2;2020-03-21;2;0;0;0
954;16;0;2020-03-21;3;1;2;0
955;16;1;2020-03-21;2;1;1;0
956;16;2;2020-03-21;1;0;1;0
957;17;0;2020-03-21;11;4;2;0
958;17;1;2020-03-21;9;4;2;0
959;17;2;2020-03-21;2;0;0;0
960;18;0;2020-03-21;0;0;0;0
961;18;1;2020-03-21;0;0;0;0
962;18;2;2020-03-21;0;0;0;0
963;19;0;2020-03-21;1;0;0;0
964;19;1;2020-03-21;1;0;0;0
965;19;2;2020-03-21;0;0;0;0
966;21;0;2020-03-21;79;30;45;3
967;21;1;2020-03-21;41;20;14;1
968;21;2;2020-03-21;38;10;30;2
969;22;0;2020-03-21;7;1;3;1
970;22;1;2020-03-21;2;0;1;1
971;22;2;2020-03-21;4;0;2;0
972;23;0;2020-03-21;1;0;0;0
973;23;1;2020-03-21;1;0;0;0
974;23;2;2020-03-21;0;0;0;0
975;24;0;2020-03-21;4;3;2;0
976;24;1;2020-03-21;3;3;1;0
977;24;2;2020-03-21;1;0;1;0
978;25;0;2020-03-21;48;21;19;6
979;25;1;2020-03-21;34;19;8;4
980;25;2;2020-03-21;14;2;11;2
981;26;0;2020-03-21;43;9;2;2
982;26;1;2020-03-21;24;6;1;1
983;26;2;2020-03-21;19;3;1;1
984;27;0;2020-03-21;7;3;0;0
985;27;1;2020-03-21;5;1;0;0
986;27;2;2020-03-21;2;2;0;0
987;28;0;2020-03-21;13;2;1;1
988;28;1;2020-03-21;6;1;0;1
989;28;2;2020-03-21;7;1;1;0
990;29;0;2020-03-21;20;2;6;1
991;29;1;2020-03-21;9;2;3;1
992;29;2;2020-03-21;11;0;3;0
993;2A;0;2020-03-21;62;14;12;4
994;2A;1;2020-03-21;36;10;7;1
995;2A;2;2020-03-21;26;4;5;3
996;2B;0;2020-03-21;6;0;23;0
997;2B;1;2020-03-21;3;0;11;0
998;2B;2;2020-03-21;3;0;12;0
999;30;0;2020-03-21;7;1;11;1
1000;30;1;2020-03-21;6;1;6;1
1001;30;2;2020-03-21;1;0;5;0
1002;31;0;2020-03-21;51;14;17;2
1003;31;1;2020-03-21;41;13;8;1
1004;31;2;2020-03-21;10;1;9;1
1005;32;0;2020-03-21;4;3;0;0
1006;32;1;2020-03-21;4;3;0;0
1007;32;2;2020-03-21;0;0;0;0
1008;33;0;2020-03-21;39;15;12;2
1009;33;1;2020-03-21;24;11;7;1
1010;33;2;2020-03-21;15;4;5;1
1011;34;0;2020-03-21;65;22;33;4
1012;34;1;2020-03-21;35;12;16;1
1013;34;2;2020-03-21;30;10;17;3
1014;35;0;2020-03-21;20;10;18;1
1015;35;1;2020-03-21;16;8;8;1
1016;35;2;2020-03-21;4;2;10;0
1017;36;0;2020-03-21;5;2;0;0
1018;36;1;2020-03-21;4;2;0;0
1019;36;2;2020-03-21;1;0;0;0
1020;37;0;2020-03-21;12;4;1;1
1021;37;1;2020-03-21;8;4;0;1
1022;37;2;2020-03-21;4;0;1;0
1023;38;0;2020-03-21;30;2;13;1
1024;38;1;2020-03-21;15;1;7;1
1025;38;2;2020-03-21;15;1;6;0
1026;39;0;2020-03-21;7;1;2;0
1027;39;1;2020-03-21;4;0;2;0
1028;39;2;2020-03-21;3;1;0;0
1029;40;0;2020-03-21;0;0;0;0
1030;40;1;2020-03-21;0;0;0;0
1031;40;2;2020-03-21;0;0;0;0
1032;41;0;2020-03-21;4;0;0;0
1033;41;1;2020-03-21;1;0;0;0
1034;41;2;2020-03-21;3;0;0;0
1035;42;0;2020-03-21;71;18;12;6
1036;42;1;2020-03-21;50;16;7;4
1037;42;2;2020-03-21;21;2;5;2
1038;43;0;2020-03-21;4;2;6;0
1039;43;1;2020-03-21;2;2;2;0
1040;43;2;2020-03-21;2;0;4;0
1041;44;0;2020-03-21;38;11;12;1
1042;44;1;2020-03-21;23;8;7;0
1043;44;2;2020-03-21;15;3;5;1
1044;45;0;2020-03-21;30;6;3;0
1045;45;1;2020-03-21;14;5;2;0
1046;45;2;2020-03-21;16;1;1;0
1047;46;0;2020-03-21;1;0;5;0
1048;46;1;2020-03-21;1;0;3;0
1049;46;2;2020-03-21;0;0;2;0
1050;47;0;2020-03-21;13;1;1;0
1051;47;1;2020-03-21;8;1;1;0
1052;47;2;2020-03-21;5;0;0;0
1053;48;0;2020-03-21;1;0;0;0
1054;48;1;2020-03-21;0;0;0;0
1055;48;2;2020-03-21;1;0;0;0
1056;49;0;2020-03-21;22;6;35;2
1057;49;1;2020-03-21;12;4;20;2
1058;49;2;2020-03-21;9;1;15;0
1059;50;0;2020-03-21;15;4;2;0
1060;50;1;2020-03-21;7;1;1;0
1061;50;2;2020-03-21;8;3;1;0
1062;51;0;2020-03-21;67;16;27;2
1063;51;1;2020-03-21;40;9;11;1
1064;51;2;2020-03-21;27;7;16;1
1065;52;0;2020-03-21;9;0;5;4
1066;52;1;2020-03-21;3;0;1;2
1067;52;2;2020-03-21;6;0;4;2
1068;53;0;2020-03-21;7;2;3;0
1069;53;1;2020-03-21;6;2;1;0
1070;53;2;2020-03-21;1;0;2;0
1071;54;0;2020-03-21;76;35;2;9
1072;54;1;2020-03-21;46;24;0;5
1073;54;2;2020-03-21;28;10;2;4
1074;55;0;2020-03-21;60;6;7;1
1075;55;1;2020-03-21;29;3;3;0
1076;55;2;2020-03-21;31;3;4;1
1077;56;0;2020-03-21;62;11;28;12
1078;56;1;2020-03-21;34;8;12;7
1079;56;2;2020-03-21;28;3;16;5
1080;57;0;2020-03-21;286;64;34;25
1081;57;1;2020-03-21;153;48;17;8
1082;57;2;2020-03-21;130;16;16;17
1083;58;0;2020-03-21;1;1;0;0
1084;58;1;2020-03-21;1;1;0;0
1085;58;2;2020-03-21;0;0;0;0
1086;59;0;2020-03-21;79;43;17;5
1087;59;1;2020-03-21;53;33;9;1
1088;59;2;2020-03-21;26;10;8;4
1089;60;0;2020-03-21;138;28;43;18
1090;60;1;2020-03-21;74;19;24;12
1091;60;2;2020-03-21;64;9;19;6
1092;61;0;2020-03-21;4;1;3;0
1093;61;1;2020-03-21;2;1;1;0
1094;61;2;2020-03-21;2;0;2;0
1095;62;0;2020-03-21;44;18;27;1
1096;62;1;2020-03-21;31;16;17;0
1097;62;2;2020-03-21;13;2;10;1
1098;63;0;2020-03-21;4;1;10;0
1099;63;1;2020-03-21;3;1;6;0
1100;63;2;2020-03-21;1;0;4;0
1101;64;0;2020-03-21;10;1;2;1
1102;64;1;2020-03-21;6;1;0;1
1103;64;2;2020-03-21;4;0;2;0
1104;65;0;2020-03-21;5;1;0;0
1105;65;1;2020-03-21;4;1;0;0
1106;65;2;2020-03-21;1;0;0;0
1107;66;0;2020-03-21;25;15;3;5
1108;66;1;2020-03-21;13;10;2;1
1109;66;2;2020-03-21;12;5;1;4
1110;67;0;2020-03-21;420;108;51;31
1111;67;1;2020-03-21;233;79;23;17
1112;67;2;2020-03-21;177;28;28;14
1113;68;0;2020-03-21;517;94;196;121
1114;68;1;2020-03-21;287;67;105;66
1115;68;2;2020-03-21;222;27;90;55
1116;69;0;2020-03-21;272;41;71;21
1117;69;1;2020-03-21;89;15;13;8
1118;69;2;2020-03-21;63;6;25;6
1119;70;0;2020-03-21;26;6;5;0
1120;70;1;2020-03-21;14;2;1;0
1121;70;2;2020-03-21;12;4;4;0
1122;71;0;2020-03-21;50;6;14;10
1123;71;1;2020-03-21;20;4;6;6
1124;71;2;2020-03-21;30;2;8;4
1125;72;0;2020-03-21;9;0;5;0
1126;72;1;2020-03-21;3;0;2;0
1127;72;2;2020-03-21;6;0;3;0
1128;73;0;2020-03-21;18;2;8;0
1129;73;1;2020-03-21;9;2;3;0
1130;73;2;2020-03-21;9;0;5;0
1131;74;0;2020-03-21;54;9;56;7
1132;74;1;2020-03-21;24;6;34;3
1133;74;2;2020-03-21;16;0;20;4
1134;75;0;2020-03-21;649;165;122;36
1135;75;1;2020-03-21;386;118;66;27
1136;75;2;2020-03-21;253;47;55;9
1137;76;0;2020-03-21;60;10;6;5
1138;76;1;2020-03-21;39;7;4;5
1139;76;2;2020-03-21;21;3;2;0
1140;77;0;2020-03-21;89;36;21;3
1141;77;1;2020-03-21;59;29;11;2
1142;77;2;2020-03-21;30;7;10;1
1143;78;0;2020-03-21;174;39;30;14
1144;78;1;2020-03-21;93;25;14;7
1145;78;2;2020-03-21;79;14;16;6
1146;79;0;2020-03-21;5;1;8;0
1147;79;1;2020-03-21;2;1;3;0
1148;79;2;2020-03-21;3;0;5;0
1149;80;0;2020-03-21;102;35;21;7
1150;80;1;2020-03-21;55;21;10;3
1151;80;2;2020-03-21;45;14;11;4
1152;81;0;2020-03-21;8;1;3;1
1153;81;1;2020-03-21;1;0;3;1
1154;81;2;2020-03-21;7;1;0;0
1155;82;0;2020-03-21;3;1;0;1
1156;82;1;2020-03-21;2;1;0;1
1157;82;2;2020-03-21;1;0;0;0
1158;83;0;2020-03-21;40;19;98;2
1159;83;1;2020-03-21;25;14;44;1
1160;83;2;2020-03-21;15;5;54;1
1161;84;0;2020-03-21;20;5;10;1
1162;84;1;2020-03-21;8;2;7;0
1163;84;2;2020-03-21;12;3;3;1
1164;85;0;2020-03-21;4;2;7;0
1165;85;1;2020-03-21;3;1;2;0
1166;85;2;2020-03-21;1;1;5;0
1167;86;0;2020-03-21;12;0;1;1
1168;86;1;2020-03-21;3;0;0;0
1169;86;2;2020-03-21;9;0;1;1
1170;87;0;2020-03-21;8;2;2;1
1171;87;1;2020-03-21;4;1;0;0
1172;87;2;2020-03-21;4;1;2;1
1173;88;0;2020-03-21;55;6;8;16
1174;88;1;2020-03-21;29;5;3;10
1175;88;2;2020-03-21;25;1;5;6
1176;89;0;2020-03-21;11;3;1;2
1177;89;1;2020-03-21;7;2;1;1
1178;89;2;2020-03-21;4;1;0;1
1179;90;0;2020-03-21;61;11;2;6
1180;90;1;2020-03-21;34;9;1;2
1181;90;2;2020-03-21;27;2;1;4
1182;91;0;2020-03-21;151;35;8;5
1183;91;1;2020-03-21;90;23;5;4
1184;91;2;2020-03-21;60;12;3;1
1185;92;0;2020-03-21;298;81;71;17
1186;92;1;2020-03-21;172;63;33;12
1187;92;2;2020-03-21;122;18;37;5
1188;93;0;2020-03-21;220;66;37;20
1189;93;1;2020-03-21;129;37;20;10
1190;93;2;2020-03-21;87;25;17;9
1191;94;0;2020-03-21;268;67;79;13
1192;94;1;2020-03-21;155;49;41;9
1193;94;2;2020-03-21;109;17;38;4
1194;95;0;2020-03-21;238;56;70;14
1195;95;1;2020-03-21;149;43;38;11
1196;95;2;2020-03-21;88;13;32;3
1197;971;0;2020-03-21;0;0;0;0
1198;971;1;2020-03-21;0;0;0;0
1199;971;2;2020-03-21;0;0;0;0
1200;972;0;2020-03-21;19;5;0;1
1201;972;1;2020-03-21;10;3;0;0
1202;972;2;2020-03-21;9;2;0;1
1203;973;0;2020-03-21;0;0;0;0
1204;973;1;2020-03-21;0;0;0;0
1205;973;2;2020-03-21;0;0;0;0
1206;974;0;2020-03-21;2;2;0;0
1207;974;1;2020-03-21;2;2;0;0
1208;974;2;2020-03-21;0;0;0;0
1209;976;0;2020-03-21;0;0;0;0
1210;976;1;2020-03-21;0;0;0;0
1211;976;2;2020-03-21;0;0;0;0
1212;01;0;2020-03-22;8;1;2;0
1213;01;1;2020-03-22;4;1;1;0
1214;01;2;2020-03-22;4;0;1;0
1215;02;0;2020-03-22;69;21;55;28
1216;02;1;2020-03-22;35;9;23;20
1217;02;2;2020-03-22;34;12;32;8
1218;03;0;2020-03-22;5;0;10;0
1219;03;1;2020-03-22;3;0;4;0
1220;03;2;2020-03-22;2;0;6;0
1221;04;0;2020-03-22;4;1;3;0
1222;04;1;2020-03-22;3;1;1;0
1223;04;2;2020-03-22;1;0;2;0
1224;05;0;2020-03-22;14;1;11;0
1225;05;1;2020-03-22;5;0;8;0
1226;05;2;2020-03-22;9;1;3;0
1227;06;0;2020-03-22;45;8;63;7
1228;06;1;2020-03-22;26;7;26;3
1229;06;2;2020-03-22;17;0;36;4
1230;07;0;2020-03-22;22;3;3;1
1231;07;1;2020-03-22;11;2;0;1
1232;07;2;2020-03-22;6;0;3;0
1233;08;0;2020-03-22;4;1;1;0
1234;08;1;2020-03-22;3;0;1;0
1235;08;2;2020-03-22;1;1;0;0
1236;09;0;2020-03-22;2;1;3;0
1237;09;1;2020-03-22;1;0;2;0
1238;09;2;2020-03-22;1;1;1;0
1239;10;0;2020-03-22;21;4;0;0
1240;10;1;2020-03-22;14;3;0;0
1241;10;2;2020-03-22;7;1;0;0
1242;11;0;2020-03-22;27;9;13;9
1243;11;1;2020-03-22;22;7;3;6
1244;11;2;2020-03-22;5;2;10;3
1245;12;0;2020-03-22;13;2;4;1
1246;12;1;2020-03-22;4;1;2;1
1247;12;2;2020-03-22;9;1;2;0
1248;13;0;2020-03-22;247;41;133;4
1249;13;1;2020-03-22;107;25;72;2
1250;13;2;2020-03-22;112;16;60;2
1251;14;0;2020-03-22;11;4;3;1
1252;14;1;2020-03-22;7;3;2;1
1253;14;2;2020-03-22;4;1;1;0
1254;15;0;2020-03-22;5;1;0;0
1255;15;1;2020-03-22;3;1;0;0
1256;15;2;2020-03-22;2;0;0;0
1257;16;0;2020-03-22;5;3;2;1
1258;16;1;2020-03-22;2;1;1;1
1259;16;2;2020-03-22;2;1;1;0
1260;17;0;2020-03-22;12;4;5;0
1261;17;1;2020-03-22;9;4;4;0
1262;17;2;2020-03-22;3;0;1;0
1263;18;0;2020-03-22;0;0;0;0
1264;18;1;2020-03-22;0;0;0;0
1265;18;2;2020-03-22;0;0;0;0
1266;19;0;2020-03-22;4;0;0;1
1267;19;1;2020-03-22;4;0;0;1
1268;19;2;2020-03-22;0;0;0;0
1269;21;0;2020-03-22;101;31;73;4
1270;21;1;2020-03-22;49;21;25;2
1271;21;2;2020-03-22;51;10;46;2
1272;22;0;2020-03-22;7;1;3;1
1273;22;1;2020-03-22;2;0;1;1
1274;22;2;2020-03-22;4;0;2;0
1275;23;0;2020-03-22;1;0;0;0
1276;23;1;2020-03-22;1;0;0;0
1277;23;2;2020-03-22;0;0;0;0
1278;24;0;2020-03-22;6;3;2;0
1279;24;1;2020-03-22;3;3;1;0
1280;24;2;2020-03-22;3;0;1;0
1281;25;0;2020-03-22;63;21;20;8
1282;25;1;2020-03-22;37;18;9;6
1283;25;2;2020-03-22;26;3;11;2
1284;26;0;2020-03-22;46;11;3;4
1285;26;1;2020-03-22;25;7;1;2
1286;26;2;2020-03-22;21;4;2;2
1287;27;0;2020-03-22;12;4;0;0
1288;27;1;2020-03-22;7;1;0;0
1289;27;2;2020-03-22;5;3;0;0
1290;28;0;2020-03-22;15;2;2;1
1291;28;1;2020-03-22;8;1;0;1
1292;28;2;2020-03-22;7;1;2;0
1293;29;0;2020-03-22;19;2;9;2
1294;29;1;2020-03-22;9;2;3;2
1295;29;2;2020-03-22;8;0;6;0
1296;2A;0;2020-03-22;58;13;13;6
1297;2A;1;2020-03-22;35;10;7;2
1298;2A;2;2020-03-22;23;3;6;4
1299;2B;0;2020-03-22;6;0;23;0
1300;2B;1;2020-03-22;3;0;11;0
1301;2B;2;2020-03-22;3;0;12;0
1302;30;0;2020-03-22;13;1;10;2
1303;30;1;2020-03-22;9;1;5;2
1304;30;2;2020-03-22;4;0;5;0
1305;31;0;2020-03-22;55;16;23;2
1306;31;1;2020-03-22;45;15;11;1
1307;31;2;2020-03-22;10;1;12;1
1308;32;0;2020-03-22;4;3;0;0
1309;32;1;2020-03-22;4;3;0;0
1310;32;2;2020-03-22;0;0;0;0
1311;33;0;2020-03-22;54;23;13;2
1312;33;1;2020-03-22;35;15;7;1
