,CODE,Port,Country,latitude,longitude
19984,NORRS,RØROS,NORWAY,,
19985,NORSN,RAUDSANDNES,NORWAY,,
19986,NORVK,RØRVIK,NORWAY,,
19987,NORVY,ROLVSØY,NORWAY,,
19988,NORYG,RYGGE,NORWAY,,
19989,NOSAA,SKALAND,NORWAY,,
19990,NOSAD,SANDEFJORD,NORWAY,,
19991,NOSAL,SALANGEN,NORWAY,,
19992,NOSAM,SAMNANGER,NORWAY,,
19993,NOSAN,SKAUN,NORWAY,,
19994,NOSAS,SANDNES,NORWAY,,
19995,NOSAU,SAUDA,NORWAY,,
19996,NOSAY,SANDØY,NORWAY,,
19997,NOSBK,STABEKK,NORWAY,,
19998,NOSBU,SALSBRUKET,NORWAY,,
19999,NOSDI,SANDVIKA,NORWAY,,
20000,NOSDL,SALTDAL,NORWAY,,
20001,NOSDN,SANDANE,NORWAY,,
20002,NOSDX,SANDE,NORWAY,,
20003,NOSDZ,STORDAL,NORWAY,,
20004,NOSEI,SKÅNEVIK,NORWAY,,
20005,NOSEK,SELLEBAKK,NORWAY,,
20006,NOSEL,SELJORD,NORWAY,,
20007,NOSET,SEM-TØNSBERG,NORWAY,,
20008,NOSGE,SLAGEN,NORWAY,,
20009,NOSGJ,STRAUMGJERDE,NORWAY,,
20010,NOSGN,SAGENE,NORWAY,,
20011,NOSIK,SKI,NORWAY,,
20012,NOSJA,SENJA,NORWAY,,
20013,NOSJE,SELJE,NORWAY,,
20014,NOSJO,SJØHOLT,NORWAY,,
20015,NOSKA,SKÅRER,NORWAY,,
20016,NOSKB,SKIBOTN,NORWAY,,
20017,NOSKD,SKEDSMOKORSET,NORWAY,,
20018,NOSKE,SKIEN,NORWAY,,
20019,NOSKJ,SKJETTEN,NORWAY,,
20020,NOSKL,SKÅNLAND,NORWAY,,
20021,NOSKN,STOKMARKNES,NORWAY,,
20022,NOSKO,SKODJE,NORWAY,,
20023,NOSKR,SKARNES,NORWAY,,
20024,NOSKS,SKATVAL-STJORDAL,NORWAY,,
20025,NOSKU,SKUDENESHAVN,NORWAY,,
20026,NOSKX,SKOGN,NORWAY,,
20027,NOSKY,SKJERVØY,NORWAY,,
20028,NOSLA,SOLA,NORWAY,,
20029,NOSLD,SOLUND,NORWAY,,
20030,NOSLE,SLEPENDEN,NORWAY,,
20031,NOSLG,SLAGENSTANGEN,NORWAY,,
20032,NOSLM,SLEMMESTAD,NORWAY,,
20033,NOSLX,SORTLAND,NORWAY,,
20034,NOSMN,SØMNA,NORWAY,,
20035,NOSMO,SMØLA,NORWAY,,
20036,NOSND,SUND,NORWAY,,
20037,NOSNE,SØGNE,NORWAY,,
20038,NOSNI,SNILLFJORD,NORWAY,,
20039,NOSOA,SØRØYA,NORWAY,,
20040,NOSOE,SØRUMSAND,NORWAY,,
20041,NOSOF,SØRFOLD,NORWAY,,
20042,NOSOG,SOGNDAL,NORWAY,,
20043,NOSOK,SOKNDAL,NORWAY,,
20044,NOSPG,SARPSBORG,NORWAY,,
20045,NOSPV,SPJELKAVIK,NORWAY,,
20046,NOSRA,SØRREISA,NORWAY,,
20047,NOSRN,STRANDA,NORWAY,,
20048,NOSRP,STORD,NORWAY,,
20049,NOSRX,SOTRA,NORWAY,,
20050,NOSSD,STEINSUND,NORWAY,,
20051,NOSSJ,SANDNESSJØEN,NORWAY,,
20052,NOSST,SKJERSTAD,NORWAY,,
20053,NOSTA,STATHELLE,NORWAY,,
20054,NOSTD,STRAND,NORWAY,,
20055,NOSTE,STEINKJÆR,NORWAY,,
20056,NOSTF,STORFJORD,NORWAY,,
20057,NOSTG,STEIGEN,NORWAY,,
20058,NOSTJ,STJØRDAL,NORWAY,,
20059,NOSTK,STOKKE,NORWAY,,
20060,NOSTL,STEILENE,NORWAY,,
20061,NOSTN,STANGE,NORWAY,,
20062,NOSTR,STRYN,NORWAY,,
20063,NOSTS,STORSKOG,NORWAY,,
20064,NOSTT,STATFJORD TERMINAL,NORWAY,,
20065,NOSTU,STURE,NORWAY,,
20066,NOSTV,STAVERN,NORWAY,,
20067,NOSUA,SULA,NORWAY,,
20068,NOSUL,SULDAL,NORWAY,,
20069,NOSUN,SUNNDALSØRA,NORWAY,,
20070,NOSUR,SURNADAL,NORWAY,,
20071,NOSUZ,STAMSUND,NORWAY,,
20072,NOSVA,SØR-VARANGER,NORWAY,,
20073,NOSVD,SVINESUND,NORWAY,,
20074,NOSVE,SVELGEN,NORWAY,,
20075,NOSVG,STAVANGER,NORWAY,58.96666666666667,5.733333333333333
20076,NOSVJ,SVOLVÆR,NORWAY,,
20077,NOSVO,SVEIØ,NORWAY,,
20078,NOSVV,SVELVIK,NORWAY,,
20079,NOSYA,SKYTTA,NORWAY,,
20080,NOSYK,SYKKYLVEN,NORWAY,,
20081,NOTAA,TANA,NORWAY,,
20082,NOTAE,TANANGER,NORWAY,,
20083,NOTAU,TAU,NORWAY,,
20084,NOTHA,THAMSHAMN,NORWAY,,
20085,NOTIL,TILLER,NORWAY,,
20086,NOTIN,TINGVOLL,NORWAY,,
20087,NOTJO,TJØME,NORWAY,,
20088,NOTJR,TJØRVÅG,NORWAY,,
20089,NOTJS,TJELDSUND,NORWAY,,
20090,NOTNS,TRONES,NORWAY,,
20091,NOTOF,TOFTE I HURUM,NORWAY,,
20092,NOTOM,TØMREFJORD,NORWAY,,
20093,NOTON,TØNSBERG,NORWAY,,
20094,NOTOR,TORSKEN,NORWAY,,
20095,NOTOS,TROMSØ,NORWAY,,
20096,NOTRA,TRÆNA,NORWAY,,
20097,NOTRD,TRONDHEIM,NORWAY,63.416666666666664,10.4
20098,NOTRE,TRETTEN,NORWAY,,
20099,NOTRY,TRANØY,NORWAY,,
20100,NOTSD,TORVASTAD,NORWAY,,
20101,NOTSX,TYSSEDAL,NORWAY,,
20102,NOTUN,TUNBORG,NORWAY,,
20103,NOTUS,TUSTNA,NORWAY,,
20104,NOTVE,TVEDESTRAND,NORWAY,,
20105,NOTVT,TVEIT,NORWAY,,
20106,NOTYF,TYSFJORD,NORWAY,,
20107,NOTYN,TYSNES,NORWAY,,
20108,NOTYV,TYSVÆR,NORWAY,,
20109,NOULL,ULLENSVANG,NORWAY,,
20110,NOULS,ULSTEINVIK,NORWAY,,
20111,NOULT,ULSET,NORWAY,,
20112,NOULV,ULVEN,NORWAY,,
20113,NOUTS,UTSIRA,NORWAY,,
20114,NOUVK,ULVIK,NORWAY,,
20115,NOUVR,UTVÆR,NORWAY,,
20116,NOVAA,VÅLE,NORWAY,,
20117,NOVAB,VARANGERBOTN,NORWAY,,
20118,NOVAK,VAKSDAL,NORWAY,,
20119,NOVAL,VALLØY,NORWAY,,
20120,NOVAN,VANVIKAN-LEKSVIK,NORWAY,,
20121,NOVAO,VARDØ,NORWAY,,
20122,NOVAY,VANYLVEN,NORWAY,,
20123,NOVDA,VOLDA,NORWAY,,
20124,NOVDS,VADSØ,NORWAY,,
20125,NOVEF,VEFSN,NORWAY,,
20126,NOVEG,VEGA,NORWAY,,
20127,NOVER,VERDAL,NORWAY,,
20128,NOVEV,VEVELSTAD,NORWAY,,
20129,NOVEY,VÆRØY,NORWAY,,
20130,NOVGG,VEGGLI,NORWAY,,
20131,NOVGN,VÅGAN,NORWAY,,
20132,NOVGR,VESCRE GRAN,NORWAY,,
20133,NOVGY,VÅGSØY,NORWAY,,
20134,NOVHM,VADHEIM,NORWAY,,
20135,NOVHN,VIKHOLMEN,NORWAY,,
20136,NOVIF,VINDAFJORD,NORWAY,,
20137,NOVIS,VIK I SOGN,NORWAY,,
20138,NOVKN,VIKNA,NORWAY,,
20139,NOVNA,VENNESLA,NORWAY,,
20140,NOVOS,VOSS,NORWAY,,
20141,NOVRR,VERRAN,NORWAY,,
20142,NOVSE,VANSE,NORWAY,,
20143,NOVST,VESTNES,NORWAY,,
20144,NOVSY,VESTBY,NORWAY,,
20145,NOVTR,VETTRE,NORWAY,,
20146,NOVVY,VESTVÅGØY,NORWAY,,
20147,NPANP,ANNAPURNA,NEPAL,,
20148,NPDHG,DHAULAGIRI,NEPAL,,
20149,NPKAI,KAILALI,NEPAL,,
20150,NPKAK,KAKARBITTA (JHAPA),NEPAL,,
20151,NPKTM,KATHMANDU,NEPAL,,
20152,NPPKR,POKHARA,NEPAL,,
20153,NPSIF,SIMARA,NEPAL,,
20154,NPSUN,SUNAULI,NEPAL,,
20155,NRINU,NAURU ISLAND,NAURU,-0.5333333333333333,166.91666666666666
20156,NUIUE,NIUE ISLAND,NIUE,,
20157,NZAKA,AKAROA,NEW ZEALAND,,
20158,NZAKL,AUCKLAND,NEW ZEALAND,-36.85,174.75
20159,NZALR,ALEXANDRA,NEW ZEALAND,,
20160,NZAMZ,ARDMORE,NEW ZEALAND,,
20161,NZASG,ASHBURTON,NEW ZEALAND,,
20162,NZCGE,CAMBRIDGE,NEW ZEALAND,,
20163,NZCHC,CHRISTCHURCH,NEW ZEALAND,,
20164,NZCHE,CHEVIOT,NEW ZEALAND,,
20165,NZCHT,CHATHAM ISLAND,NEW ZEALAND,,
20166,NZDEV,DEVONPORT,NEW ZEALAND,,
20167,NZDGO,DOUBTFUL SOUND,NEW ZEALAND,,
20168,NZDGR,DARGAVILLE,NEW ZEALAND,,
20169,NZDPC,DEEP COVE,NEW ZEALAND,,
20170,NZDUD,DUNEDIN,NEW ZEALAND,,
20171,NZFOR,FORTROSE,NEW ZEALAND,,
20172,NZFOX,FOXTON,NEW ZEALAND,,
20173,NZGBZ,GREAT BARRIER IS,NEW ZEALAND,,
20174,NZGIS,GISBORNE,NEW ZEALAND,,
20175,NZGMN,GREYMOUTH,NEW ZEALAND,,
20176,NZGOB,GOLDEN BAY,NEW ZEALAND,,
20177,NZHKK,HOKITIKA,NEW ZEALAND,,
20178,NZHLZ,HAMILTON,NEW ZEALAND,,
20179,NZHOU,HOROTIU,NEW ZEALAND,,
20180,NZIVC,INVERCARGILL,NEW ZEALAND,,
20181,NZKAP,KAIAPOI,NEW ZEALAND,,
20182,NZKAT,KAITAIA,NEW ZEALAND,,
20183,NZKBZ,KAIKOURA,NEW ZEALAND,,
20184,NZKKO,KAIKOHE,NEW ZEALAND,,
20185,NZKTF,TAKAKA,NEW ZEALAND,,
20186,NZKTG,KAITANGATA,NEW ZEALAND,,
20187,NZLEV,LEVIN,NEW ZEALAND,,
20188,NZLRV,LORNEVILLE,NEW ZEALAND,,
20189,NZLYJ,LOWER HUTT,NEW ZEALAND,,
20190,NZLYT,LYTTELTON,NEW ZEALAND,,
20191,NZMAP,MARSDEN POINT,NEW ZEALAND,,
20192,NZMMU,MOUNT MAUNGANUI,NEW ZEALAND,,
20193,NZMOE,MOEREWA,NEW ZEALAND,,
20194,NZMON,MOUNT COOK,NEW ZEALAND,,
20195,NZMTA,MATAMATA,NEW ZEALAND,,
20196,NZMTR,MATAURA,NEW ZEALAND,,
20197,NZMZP,MOTUEKA,NEW ZEALAND,,
20198,NZNPE,NAPIER / HASTINGS,NEW ZEALAND,,
20199,NZNPL,NEW PLYMOUTH / PORT,NEW ZEALAND,,
20200,NZNSN,NELSON,NEW ZEALAND,,
20201,NZOAM,OAMARU,NEW ZEALAND,,
20202,NZOHA,OHAKEA,NEW ZEALAND,,
20203,NZONE,ONEHUNGA (MANUKAU HA,NEW ZEALAND,,
20204,NZOPX,OPUA (BAY OF ISLAND),NEW ZEALAND,,
20205,NZORI,ORINI (ORINGI),NEW ZEALAND,,
20206,NZORR,OTAGO HARBOUR,NEW ZEALAND,-45.833333333333336,170.61666666666667
20207,NZPCN,PICTON,NEW ZEALAND,,
20208,NZPEO,PENROSE,NEW ZEALAND,,
20209,NZPKK,PUKEKOHE,NEW ZEALAND,,
20210,NZPMR,PALMERSTON NORTH,NEW ZEALAND,,
20211,NZPMS,PALMERSTON,NEW ZEALAND,,
20212,NZPOE,PORT CHALMERS (DUNED,NEW ZEALAND,,
20213,NZRAG,RAGLAN,NEW ZEALAND,,
20214,NZRAU,RANGIURU,NEW ZEALAND,,
20215,NZROT,ROTORUA,NEW ZEALAND,,
20216,NZTEU,TE ANAU,NEW ZEALAND,,
20217,NZTHH,TAHAROA,NEW ZEALAND,,
20218,NZTIU,TIMARU,NEW ZEALAND,,
20219,NZTKA,TEMUKA,NEW ZEALAND,,
20220,NZTKH,TARAKOHE,NEW ZEALAND,,
20221,NZTKU,TAKAPAU,NEW ZEALAND,,
20222,NZTMZ,THAMES,NEW ZEALAND,,
20223,NZTRG,TAURANGA,NEW ZEALAND,-37.65,176.18333333333334
20224,NZTUO,TAUPO,NEW ZEALAND,,
20225,NZUBA,UPPER HUTT,NEW ZEALAND,,
20226,NZWAA,WAITOA,NEW ZEALAND,,
20227,NZWAG,WANGANUI,NEW ZEALAND,,
20228,NZWAR,WAIRAU,NEW ZEALAND,,
20229,NZWAT,WAHAROA,NEW ZEALAND,,
20230,NZWAV,WAVERLEY HARBOUR,NEW ZEALAND,,
20231,NZWHE,WHEKENUI,NEW ZEALAND,,
20232,NZWHK,WHAKATANE,NEW ZEALAND,,
20233,NZWHN,WHANGAPARAPARA,NEW ZEALAND,,
20234,NZWII,WIRI,NEW ZEALAND,,
20235,NZWIR,WAIROA,NEW ZEALAND,,
20236,NZWJL,WAIPUKUNAU,NEW ZEALAND,,
20237,NZWKI,WAIKARI,NEW ZEALAND,,
20238,NZWKW,WAIKAWA,NEW ZEALAND,,
20239,NZWLG,WELLINGTON,NEW ZEALAND,-41.28333333333333,174.78333333333333
20240,NZWNP,WHENUAPAI,NEW ZEALAND,,
20241,NZWRE,WHANGAREI,NEW ZEALAND,,
20242,NZWSZ,WESTPORT,NEW ZEALAND,,
20243,NZWTG,WAITANGI,NEW ZEALAND,,
20244,NZWTI,WAITAKI,NEW ZEALAND,,
20245,NZWWA,WARKWORTH,NEW ZEALAND,,
20246,NZZQN,QUEENSTOWN,NEW ZEALAND,,
20247,OMFAH,FAHAL,OMAN,,
20248,OMMCT,MUSCAT,OMAN,,
20249,OMMFH,MIN-AL-FAHAL,OMAN,,
20250,OMMNQ,MINA QABOOS,OMAN,,
20251,OMMSH,MASIRAH ISLAND,OMAN,,
20252,OMMUT,MUTHRA,OMAN,,
20253,OMOPQ,PORT QABOOS,OMAN,,
20254,OMRAY,RAYSUT,OMAN,,
20255,OMRWI,RUWI,OMAN,,
20256,OMSLL,SALALAH,OMAN,,
20257,OMSOH,SOHAR,OMAN,,
20258,OMTTH,THUMRAIT,OMAN,,
20259,PAACU,ACHUTUPO,PANAMA,,
20260,PAAGD,AGUADULCE,PANAMA,,
20261,PAAML,PUERTO ARMUELLES,PANAMA,,
20262,PACDE,CALEDONIA,PANAMA,,
20263,PACFZ,COLON FREE ZONE,PANAMA,,
20264,PACHA,CHARCO AZUL,PANAMA,,
20265,PACHG,CHIRIQUI GRANDE,PANAMA,,
20266,PACHX,CHANGUINOLA,PANAMA,,
20267,PACSO,COCO SOLO,PANAMA,,
20268,PACTB,CRISTOBAL,PANAMA,9.35,-79.91666666666667
20269,PACTD,CHITRE,PANAMA,,
20270,PACTE,CARTI,PANAMA,,
20271,PACZJ,CORAZON DE JESUS,PANAMA,,
20272,PADAV,DAVID,PANAMA,,
20273,PAELE,EL REAL,PANAMA,,
20274,PAGBA,GAMBOA,PANAMA,,
20275,PAGHE,GARACHINE,PANAMA,,
20276,PAGTN,GATUN,PANAMA,,
20277,PAJQE,JAQUE,PANAMA,,
20278,PALIO,PUERTO LIMON,PANAMA,,
20279,PAMFS,MIRAFLORES,PANAMA,,
20280,PAMIT,MANZANILLO,PANAMA,,
20281,PAMNP,LAS MINAS,PANAMA,,
20282,PAMPI,MAMITUPO,PANAMA,,
20283,PAMPP,MULATUPO,PANAMA,,
20284,PANGN,NARGANA,PANAMA,,
20285,PAONX,COLON,PANAMA,9.366666666666667,-79.91666666666667
20286,PAPAI,PARAISO,PANAMA,,
20287,PAPAM,ALMIRANTE,PANAMA,,
20288,PAPAY,PAYARDI,PANAMA,,
20289,PAPBE,PTO BELLO,PANAMA,,
20290,PAPED,PEDREGAL,PANAMA,,
20291,PAPLP,LA PALMA,PANAMA,,
20292,PAPOE,PEDRO MIGUEL,PANAMA,,
20293,PAPTY,PANAMA CITY,PANAMA,,
20294,PAPUE,PTO OBALDIA,PANAMA,,
20295,PAPVE,EL PORVENIR,PANAMA,,
20296,PAPYC,PLAYON CHICO,PANAMA,,
20297,PAPYV,YAVISA,PANAMA,,
20298,PARIT,RIO TIGRE,PANAMA,,
20299,PARIZ,RIO ALZUCAR,PANAMA,,
20300,PARSI,RIO SIDRA,PANAMA,,
20301,PASAX,SAMBU,PANAMA,,
20302,PASFW,SANTA FE,PANAMA,,
20303,PATUE,TUPILE,PANAMA,,
20304,PATUW,TUBALA,PANAMA,,
20305,PAUTU,USTUPO,PANAMA,,
20306,PAVAC,VACAMONTE,PANAMA,8.85,-79.66666666666667
20307,PEANC,ANCON,PERU,,
20308,PEANS,ANDAHUAYLAS,PERU,,
20309,PEAQP,AREQUIPA,PERU,,
20310,PEATA,ANTA,PERU,,
20311,PEATI,ATICO,PERU,,
20312,PEAYP,AYACUCHO,PERU,,
20313,PECAB,CABO BLANCO,PERU,,
20314,PECHM,CHIMBOTE,PERU,-9.083333333333334,-78.61666666666666
20315,PECHY,CHANCAY,PERU,,
20316,PECIX,CHICLAYO,PERU,,
20317,PECJA,CAJAMARCA,PERU,,
20318,PECLL,CALLAO,PERU,-12.05,-77.16666666666667
20319,PEEEN,ETÉN,PERU,,
20320,PEGSM,GENERAL SAN MARTIN,PERU,,
20321,PEHCO,HUACHO,PERU,,
20322,PEHUU,HUANUCO,PERU,,
20323,PEHUY,HUARMEY,PERU,,
20324,PEILQ,ILO,PERU,,
20325,PEIQT,IQUITOS,PERU,,
20326,PEJJI,JUANJUI,PERU,,
20327,PELIM,LIMA,PERU,,
20328,PELOA,LA OROYA,PERU,,
20329,PELOB,LOBITOS,PERU,,
20330,PELOO,LOS ORGANOS,PERU,,
20331,PELPN,LA PLANCHARDA,PERU,,
20332,PELPP,LA PAMPILLA,PERU,,
20333,PEMCA,MANCORA,PERU,,
20334,PEMLQ,MOLLENDO,PERU,,
20335,PEMRI,MATARANI,PERU,-17.0,-72.11666666666666
20336,PENGS,NEGRITOS,PERU,,
20337,PEPAC,PACASMAYO,PERU,,
20338,PEPAI,PAITA,PERU,-5.083333333333333,-81.11666666666666
20339,PEPAM,PARAMONGA,PERU,,
20340,PEPCH,PUERTO CHICAMA,PERU,,
20341,PEPCL,PUCALLPA,PERU,,
20342,PEPEM,PUERTO MALDONADO,PERU,,
20343,PEPIO,PISCO,PERU,,
20344,PEPIU,PIURA,PERU,,
20345,PEPMT,PIMENTEL,PERU,,
20346,PEPUB,PTO BAYOVAR,PERU,,
20347,PEPUN,PUNO,PERU,,
20348,PERIJ,RIOJA,PERU,,
20349,PESAM,SAMANCO,PERU,,
20350,PESJA,SAN JUAN,PERU,,
20351,PESNX,SAN NICOLAS,PERU,,
20352,PESUP,SUPE,PERU,,
20353,PESVY,SALAVERRY,PERU,-8.216666666666667,-78.98333333333333
20354,PETBP,TUMBES,PERU,,
20355,PETCQ,TACNA,PERU,,
20356,PETDM,TAMBO DE MORA,PERU,,
20357,PETGI,TINGO MARIA,PERU,,
20358,PETPP,TARAPOTO,PERU,,
20359,PETRU,TRUJILLO,PERU,,
20360,PETYL,TALARA,PERU,-4.583333333333333,-81.28333333333333
20361,PEYMS,YURIMAGUAS,PERU,,
20362,PEZOR,ZORRITOS,PERU,,
20363,PFAAA,ANAA,FRENCH POLYNESIA,,
20364,PFAHU,AHUREI,FRENCH POLYNESIA,,
20365,PFAPK,APATAKI,FRENCH POLYNESIA,,
20366,PFAUQ,ATUONA,FRENCH POLYNESIA,,
20367,PFFAA,FAAA,FRENCH POLYNESIA,,
20368,PFFAV,FAKARAVA,FRENCH POLYNESIA,,
20369,PFGMR,GAMBIER IS,FRENCH POLYNESIA,,
20370,PFHOI,HAO IS,FRENCH POLYNESIA,,
20371,PFHUH,HUAHINE,FRENCH POLYNESIA,,
20372,PFKKR,KAUKURA,FRENCH POLYNESIA,,
20373,PFMAU,MAUPITI,FRENCH POLYNESIA,,
20374,PFMKP,MAKEMO,FRENCH POLYNESIA,,
20375,PFMOZ,MOOREA,FRENCH POLYNESIA,,
20376,PFMVT,MATAIVA,FRENCH POLYNESIA,,
20377,PFNHV,NUKU HIVA,FRENCH POLYNESIA,,
20378,PFPPT,PAPEETE,FRENCH POLYNESIA,-17.55,-149.56666666666666
20379,PFRFP,RAIATEA,FRENCH POLYNESIA,,
20380,PFRGI,RANGIROA,FRENCH POLYNESIA,,
20381,PFRUR,RURUTU,FRENCH POLYNESIA,,
20382,PFTAI,TAIOHAE,FRENCH POLYNESIA,,
20383,PFTIH,TIKEHAU,FRENCH POLYNESIA,,
20384,PFTKP,TAKAPOTO,FRENCH POLYNESIA,,
20385,PFTUB,TUBUAI,FRENCH POLYNESIA,,
20386,PFUAH,UA HUKA,FRENCH POLYNESIA,,
20387,PFUAP,UA POU,FRENCH POLYNESIA,,
20388,PFUTU,UTUROA,FRENCH POLYNESIA,,
20389,PFVAI,VAITAPE,FRENCH POLYNESIA,,
20390,PFXMH,MANIHI,FRENCH POLYNESIA,,
20391,PGABW,ABAU,PAPUA NEW GUINEA,,
20392,PGAEK,ASEKI,PAPUA NEW GUINEA,,
20393,PGAGG,ANGORAM,PAPUA NEW GUINEA,,
20394,PGAGL,WANIGELA,PAPUA NEW GUINEA,,
20395,PGAHO,AHIOMA,PAPUA NEW GUINEA,,
20396,PGAIE,AIOME,PAPUA NEW GUINEA,,
20397,PGAKI,AKINUM,PAPUA NEW GUINEA,,
20398,PGAMF,AMA,PAPUA NEW GUINEA,,
20399,PGAMU,AMANAB,PAPUA NEW GUINEA,,
20400,PGANB,ANEWAY BAY,PAPUA NEW GUINEA,,
20401,PGARP,ARAGIP,PAPUA NEW GUINEA,,
20402,PGATN,NAMATANAI,PAPUA NEW GUINEA,,
20403,PGATP,AITAPE,PAPUA NEW GUINEA,,
20404,PGAUJ,AMBUNTI,PAPUA NEW GUINEA,,
20405,PGAYU,AIYURA,PAPUA NEW GUINEA,,
20406,PGAZB,AMAZON BAY,PAPUA NEW GUINEA,,
20407,PGBNA,BUNA,PAPUA NEW GUINEA,,
20408,PGBNT,BUNDI,PAPUA NEW GUINEA,,
20409,PGBOR,BOROKO,PAPUA NEW GUINEA,,
20410,PGBUA,BUKA,PAPUA NEW GUINEA,,
20411,PGBUL,BULOLO,PAPUA NEW GUINEA,,
20412,PGCGC,CAPE GLOUCESTER,PAPUA NEW GUINEA,,
20413,PGCMU,KUNDIAWA,PAPUA NEW GUINEA,,
20414,PGCPN,CAPE RODNEY,PAPUA NEW GUINEA,,
20415,PGCVL,CAPE VOGEL,PAPUA NEW GUINEA,,
20416,PGDAU,DARU,PAPUA NEW GUINEA,,
20417,PGDOO,DOROBISORO,PAPUA NEW GUINEA,,
20418,PGEFG,EFOGI,PAPUA NEW GUINEA,,
20419,PGEMI,EMIRAU,PAPUA NEW GUINEA,,
20420,PGEMS,EMBESSA,PAPUA NEW GUINEA,,
20421,PGERE,ERAVE,PAPUA NEW GUINEA,,
20422,PGESA,ESA'ALA,PAPUA NEW GUINEA,,
20423,PGFIN,FINSCHHAFEN,PAPUA NEW GUINEA,,
20424,PGFNE,FANE,PAPUA NEW GUINEA,,
20425,PGFUB,FULLEBORN,PAPUA NEW GUINEA,,
20426,PGGAP,GUSAP,PAPUA NEW GUINEA,,
20427,PGGAR,GARAINA,PAPUA NEW GUINEA,,
20428,PGGEI,GREEN ISLANDS,PAPUA NEW GUINEA,,
20429,PGGIL,GILAU,PAPUA NEW GUINEA,,
20430,PGGKA,GOROKA,PAPUA NEW GUINEA,,
20431,PGGMI,GASMATA ISLAND,PAPUA NEW GUINEA,,
20432,PGGRH,GARUAHI,PAPUA NEW GUINEA,,
20433,PGGUG,GUARI,PAPUA NEW GUINEA,,
20434,PGGUR,ALOTAU,PAPUA NEW GUINEA,,
20435,PGHGU,MOUNT HAGEN,PAPUA NEW GUINEA,,
20436,PGHKN,HOSKINS,PAPUA NEW GUINEA,,
20437,PGHYF,HAYFIELDS,PAPUA NEW GUINEA,,
20438,PGIHU,IHU,PAPUA NEW GUINEA,,
20439,PGIIS,NISSAN ISLAND,PAPUA NEW GUINEA,,
20440,PGIMA,IAMALELE,PAPUA NEW GUINEA,,
20441,PGIMD,IMONDA,PAPUA NEW GUINEA,,
20442,PGIOK,IOKEA,PAPUA NEW GUINEA,,
20443,PGIOP,IOMA,PAPUA NEW GUINEA,,
20444,PGITK,ITOKAMA,PAPUA NEW GUINEA,,
20445,PGIUS,INUS,PAPUA NEW GUINEA,,
20446,PGJAC,JACKSONS,PAPUA NEW GUINEA,,
20447,PGJAQ,JACQUINOT BAY,PAPUA NEW GUINEA,,
20448,PGJOP,JOSEPHSTAAL,PAPUA NEW GUINEA,,
20449,PGKDE,KOROBA,PAPUA NEW GUINEA,,
20450,PGKDP,KANDEP,PAPUA NEW GUINEA,,
20451,PGKDR,KANDRIAN,PAPUA NEW GUINEA,,
20452,PGKEX,KANABEA,PAPUA NEW GUINEA,,
20453,PGKGW,KAGI,PAPUA NEW GUINEA,,
20454,PGKIE,KIETA,PAPUA NEW GUINEA,-6.216666666666667,155.63333333333333
20455,PGKIM,KIMBE,PAPUA NEW GUINEA,,
20456,PGKJU,KAMIRABA,PAPUA NEW GUINEA,,
20457,PGKKD,KOKODA,PAPUA NEW GUINEA,,
20458,PGKLO,KALO,PAPUA NEW GUINEA,,
20459,PGKMA,KEREMA,PAPUA NEW GUINEA,,
20460,PGKMR,KARIMUI,PAPUA NEW GUINEA,,
20461,PGKOM,KOMO-MANDA,PAPUA NEW GUINEA,,
20462,PGKOR,KOKORO,PAPUA NEW GUINEA,,
20463,PGKPA,KOPIAGO,PAPUA NEW GUINEA,,
20464,PGKPP,KAKAPO,PAPUA NEW GUINEA,,
20465,PGKQL,KOL,PAPUA NEW GUINEA,,
20466,PGKRI,KIKORI,PAPUA NEW GUINEA,,
20467,PGKRK,KAIRUKA,PAPUA NEW GUINEA,,
20468,PGKRX,KAR KAR,PAPUA NEW GUINEA,,
20469,PGKUP,KUPIANO,PAPUA NEW GUINEA,,
20470,PGKVG,KAVIENG,PAPUA NEW GUINEA,,
20471,PGKZF,KAINTIBA,PAPUA NEW GUINEA,,
20472,PGLAB,LABLAB,PAPUA NEW GUINEA,,
20473,PGLAE,LAE,PAPUA NEW GUINEA,-6.733333333333333,146.98333333333332
20474,PGLMI,LUMI,PAPUA NEW GUINEA,,
20475,PGLNG,LESE,PAPUA NEW GUINEA,,
20476,PGLNM,LANGIMAR,PAPUA NEW GUINEA,,
20477,PGLNV,LIHIR ISLAND,PAPUA NEW GUINEA,,
20478,PGLOL,LOLOHO,PAPUA NEW GUINEA,,
20479,PGLOR,LORENGAU,PAPUA NEW GUINEA,,
20480,PGLSA,LOSUIA,PAPUA NEW GUINEA,,
20481,PGMAG,MADANG,PAPUA NEW GUINEA,-5.216666666666667,145.81666666666666
20482,PGMAM,MANAM ISLAND,PAPUA NEW GUINEA,,
20483,PGMAP,MAMAI,PAPUA NEW GUINEA,,
20484,PGMAS,MANUS ISLAND,PAPUA NEW GUINEA,,
20485,PGMDM,MUNDUKU,PAPUA NEW GUINEA,,
20486,PGMDU,MENDI,PAPUA NEW GUINEA,,
20487,PGMGG,MARGARIMA,PAPUA NEW GUINEA,,
20488,PGMGP,MANGA,PAPUA NEW GUINEA,,
20489,PGMHY,MOREHEAD,PAPUA NEW GUINEA,,
20490,PGMIE,MIELELEK,PAPUA NEW GUINEA,,
20491,PGMIS,MISIMA ISLAND,PAPUA NEW GUINEA,,
